winery,wine,year,rating,num_reviews,country,region,type,body,acidity,price
Dominio del Bendito,El Titan del Bendito,2018,4.6,111,Espana,Toro,Toro Red,5,3,49.95
Ossian,Capitel,2018,4.6,107,Espana,Castilla y Leon,Verdejo,3,3,50.51
Arzuaga,Gran Arzuaga Ribera del Duero,2004,4.6,105,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,157.4
Alto Moncayo,Aquilon Garnacha,2015,4.6,105,Espana,Campo de Borja,Grenache,5,3,120.9
Dominio de Pingus,Pingus,1996,4.6,102,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,1746.94
Cepa 21,Horcajo,2015,4.6,100,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,75.3
Carmelo Rodero,Pago De Valtarrena,2018,4.6,99,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,47.5
Vega Sicilia,Unico,2012,4.6,98,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,359.9
Bodegas Vilano,Tinto,2019,4.6,97,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,43.5
Allende,Aurus,2005,4.6,95,Espana,Rioja,Rioja Red,4,3,136
Costers del Siurana,Dolc de L'Obac,2006,4.6,94,Espana,Priorato,NA,NA,NA,117.2394201
Pago de Los Capellanes,Parcela El Picon Tinto,2011,4.6,93,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,135
Remirez de Ganuza,Trasnocho,2013,4.6,91,Espana,Rioja,Rioja Red,4,3,82.5
Bodegas Roda,Cirsion Rioja,2017,4.6,90,Espana,Rioja,Rioja Red,4,3,149.9
Teso La Monja,Tinto,2008,4.6,87,Espana,Toro,Toro Red,5,3,1260
Pago de Los Capellanes,Doroteo Edicion Especial 25 Aniversario,2015,4.6,86,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,59
Bodegas Valduero,Tierra Alta de 2 Racimos Gran Reserva,2011,4.6,85,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,82.5
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2011,4.6,85,Espana,Rioja,Rioja Red,4,3,195
Vega Sicilia,Valbuena 5o,1980,4.6,84,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,195
Arzuaga,Reserva Especial Ribera del Duero,2016,4.6,83,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,54.5
Hacienda Monasterio,Reserva Especial,2015,4.6,80,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,79.1
Mas d'en Gil,Gran Buig Priorat,2004,4.6,79,Espana,Priorato,Priorat Red,4,3,272
Castillo Perelada,Finca Garbet,2014,4.6,75,Espana,Emporda,Syrah,4,3,99
Osborne,Solera India Oloroso Rare Sherry,N.V.,4.6,74,Espana,Jerez-Xeres-Sherry,Sherry,4,3,189.99
Emilio Moro,Clon De La Familia,2011,4.6,72,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,317.63
Sierra Cantabria,Amancio,2007,4.6,70,Espana,Rioja,Rioja Red,4,3,399.6
Toro Albala,Gines Liebana Pedro Ximenez,1910,4.6,70,Espana,Montilla-Moriles,Pedro Ximenez,5,1,701.05
Recaredo,Reserva Particular de Recaredo Brut Nature,2008,4.6,69,Espana,Cava,Cava,2,3,74.9
Clos Erasmus,Priorat,2008,4.6,66,Espana,Priorato,Priorat Red,4,3,654.31
Vega Sicilia,Valbuena 5o,1983,4.6,66,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,247.75
Toro Albala,Don PX Seleccion,1965,4.6,65,Espana,Montilla-Moriles,Pedro Ximenez,5,1,144.99
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2001,4.6,65,Espana,Priorato,Priorat Red,4,3,945
Hacienda Monasterio,Reserva,2017,4.6,64,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,50
Ysios,Finca Las Naves,2016,4.6,63,Espana,Rioja,Rioja Red,4,3,126.64
Marques de Grinon,AAA,2008,4.6,63,Espana,Dominio de Valdepusa,Red,4,3,162.38
Contino,Vina del Olivo,2001,4.6,60,Espana,Rioja,Rioja Red,4,3,81
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2010,4.6,60,Espana,Priorato,Priorat Red,4,3,2750
Marques de Murrieta,Dalmau Rioja,2001,4.6,59,Espana,Rioja,Rioja Red,4,3,121
Alvaro Palacios,Les Aubaguetes Priorat,2016,4.6,59,Espana,Priorato,Priorat Red,4,3,355.95
Gramona,Cava Enoteca Finca La Plana Brut Nature,2001,4.6,58,Espana,Cava,Cava,2,3,164.66
Alto Moncayo,Aquilon Garnacha,2016,4.6,58,Espana,Campo de Borja,Grenache,5,3,120.9
Dominio del Aguila,Gran Reserva Penas Aladas,2014,4.6,58,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,218.9
Hacienda Solano,Pena Lobera,2016,4.6,57,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,65.95
Bodegas Mas Alta,La Creu Alta,2014,4.6,53,Espana,Priorato,Priorat Red,4,3,86
Francisco Garcia Perez,Adega do Moucho Treixadura,2017,4.6,53,Espana,Ribeiro,NA,NA,NA,34.5
Anima Negra,Son Negre,2007,4.6,51,Espana,Mallorca,Red,4,3,282.65
Mas Doix,1902 Centenary Carignan Priorat,2017,4.6,51,Espana,Priorato,Priorat Red,4,3,259.9
Vega Sicilia,Unico,1961,4.6,50,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,1099.28
Castano,Casa Cisca Monastrell,2016,4.6,49,Espana,Yecla,Monastrell,5,3,35
Descendientes de J. Palacios,Moncerbal Bierzo (Corullon),2016,4.6,48,Espana,Bierzo,Mencia,3,3,269.95
La Legua,Capricho,2014,4.6,47,Espana,Cigales,Red,4,3,27.2693427
Dominio de Pingus,Pingus,2018,4.6,47,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,1250
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016,4.6,47,Espana,Rioja,Rioja Red,4,3,52.95
Oxer Wines,Kalamity Rioja,2018,4.6,46,Espana,Rioja,Rioja Red,4,3,114.95
Bodegas Yuste,Conde de Aldama Amontillado,N.V.,4.6,46,Espana,Jerez-Xeres-Sherry,Sherry,4,3,89.9
Vega Sicilia,Valbuena 5o,1979,4.6,46,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,195
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2015,4.6,45,Espana,Utiel-Requena,Red,4,3,29.35
Proyecto Garnachas de Espana,El Garnacho Viejo de la Familia Acha,2014,4.6,45,Espana,Rioja,Rioja Red,4,3,79.9
Matarromera,Ribera del Duero Prestigio,2016,4.6,45,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,53.95
Casal de Arman,Finca Misenhora Edicion Limitada,2018,4.6,44,Espana,Ribeiro,NA,NA,NA,26.2
Mas Doix,1902 Centenary Carignan Priorat,2016,4.6,43,Espana,Priorato,Priorat Red,4,3,270.44
Artadi,La Poza de Ballesteros,2009,4.6,42,Espana,Vino de Espana,Tempranillo,4,2,187.5
Marques de Murrieta,Reserva Rioja (Finca Ygay),1954,4.6,42,Espana,Rioja,Rioja Red,4,3,210
Hacienda Monasterio,Reserva Especial,2016,4.6,41,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,85.63
Artadi,Vina El Pison,2017,4.6,41,Espana,Vino de Espana,Tempranillo,4,2,304.54
Vall Llach,Idus,2020,4.6,41,Espana,Priorato,Priorat Red,4,3,34.3
Clos Erasmus,Priorat,2003,4.6,41,Espana,Priorato,Priorat Red,4,3,993.28
Sierra Cantabria,Amancio,2017,4.6,40,Espana,Rioja,Rioja Red,4,3,85.95
Pago de Larrainzar,Rosado de Larrainzar,2020,4.6,39,Espana,Navarra,NA,NA,NA,12
Emilio Moro,Clon De La Familia,2015,4.6,39,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,249.9
Vega Sicilia,Unico Reserva Especial Edicion,1982,4.6,39,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,1238.43
Sierra Cantabria,Finca el Bosque,2002,4.6,38,Espana,Rioja,Rioja Red,4,3,128
Descendientes de J. Palacios,Valdafoz Bierzo (Corullon),2011,4.6,38,Espana,Bierzo,Mencia,3,3,135.5
Ukan Winery,Tinto,2019,4.6,38,Espana,Rioja Alavesa,Rioja Red,4,3,40.5
Finca Moncloa,Tintilla de Rota,2017,4.6,37,Espana,Cadiz,NA,NA,NA,43.1
Bodegas Mas Alta,La Creu Alta,2017,4.6,36,Espana,Priorato,Priorat Red,4,3,85
Vina Real,Rioja Gran Reserva,1986,4.6,35,Espana,Rioja,Rioja Red,4,3,123
Dominio de Atauta,Valdegatiles Ribera del Duero,2012,4.6,34,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,106.35
Toro Albala,Don PX Seleccion,1962,4.6,34,Espana,Montilla-Moriles,Pedro Ximenez,5,1,207
Micro Bio (MicroBio),Respublica Verdejo,2016,4.6,33,Espana,Vino de Espana,Verdejo,3,3,75.95
Dominio del Aguila,Gran Reserva Penas Aladas,2015,4.6,33,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,185.3
Terroir Al Limit Soc. Lda,Les Tosses,2016,4.6,33,Espana,Priorato,Priorat Red,4,3,205.95
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2016,4.6,32,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,40.45
Artadi,El Carretil,2017,4.6,32,Espana,Vino de Espana,Tempranillo,4,2,176.89
Huerta de Albala,Taberner No. 1,2013,4.6,32,Espana,Cadiz,Red,4,3,79.9
Gomez Cruzado,Vina Motulleri,2011,4.6,30,Espana,Rioja,Rioja Red,4,3,79
Castell d'Encus,Saktih,2013,4.6,30,Espana,Costers del Segre,Red,4,3,195.27
Abadia Retuerta,Cuvee Palomar,2017,4.6,30,Espana,Sardon de Duero,Red,4,3,58.9
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2014,4.6,30,Espana,Priorato,Priorat Red,4,3,1660
Dominio de Atauta,Valdegatiles Ribera del Duero,2013,4.6,29,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,111.9
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2017,4.6,29,Espana,Utiel-Requena,Red,4,3,29.95
Enate,Uno Tinto,2010,4.6,28,Espana,Somontano,Red,4,3,129.9
Benjamin de Rothschild - Vega Sicilia,Macan,2017,4.6,28,Espana,Rioja,Rioja Red,4,3,69.95
Mas Doix,1903 Centenary Grenache,2016,4.6,28,Espana,Priorato,Priorat Red,4,3,299
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2010,4.6,28,Espana,Bierzo,Red,4,3,3119.08
Bodegas Aragonesas,Galiano Seleccion Especial,2013,4.6,28,Espana,Campo de Borja,Red,4,3,99.95
Telmo Rodriguez,Molino Real,2016,4.6,28,Espana,Malaga,NA,NA,NA,41.69
Anima Negra,Son Negre,2004,4.6,27,Espana,Mallorca,Red,4,3,374.35
Tomas Postigo,5o Ano Ribera del Duero Tinto,2017,4.6,27,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,46.45
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2011,4.6,27,Espana,Priorato,Priorat Red,4,3,2750
Acustic Celler,Etern Vinyes Molt Velles,2016,4.6,26,Espana,Priorato,Priorat Red,4,3,42.5
Vina Pedrosa,40 Aniversario Gran Reserva,2012,4.6,25,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,95
Osborne,Solera BC-200,N.V.,4.6,25,Espana,Jerez-Xeres-Sherry,Sherry,4,3,197.3
Recaredo,Corpinnat Enoteca Reserva Particular de Recaredo,2004,4.6,25,Espana,Cataluna,Sparkling,2,3,130
Toro Albala,Don PX Pedro Ximenez,1968,4.6,25,Espana,Montilla-Moriles,Pedro Ximenez,5,1,181.5
Pago de Carraovejas,Tinto,2016,4.5,7529,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,29.8
Alion,Ribera del Duero,2013,4.5,7435,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,73
Alion,Ribera del Duero,2014,4.5,7237,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,56.27
Pintia,Toro,2014,4.5,5863,Espana,Toro,Toro Red,5,3,69
Pago de Carraovejas,Tinto,2018,4.5,5372,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,45
Alion,Ribera del Duero,2015,4.5,5365,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,75
Pintia,Toro,2015,4.5,4979,Espana,Toro,Toro Red,5,3,69.8
Pago de Carraovejas,Tinto,2017,4.5,4935,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,121.9368259
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2016,4.5,4411,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,78.65
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2005,4.5,3521,Espana,Rioja,Rioja Red,4,3,400
La Rioja Alta,Gran Reserva 890,2005,4.5,3443,Espana,Rioja,Rioja Red,4,3,125
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2009,4.5,3148,Espana,Rioja,Rioja Red,4,3,229
Pintia,Toro,2016,4.5,3118,Espana,Toro,Toro Red,5,3,40.41
Dominio de Pingus,Flor de Pingus,2016,4.5,2887,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,101.94
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2015,4.5,2858,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,172.5
Bodegas El Nido,Clio,2015,4.5,2712,Espana,Jumilla,Red,4,3,33.2
Dominio de Pingus,Flor de Pingus,2014,4.5,2710,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,125
Dominio de Pingus,Flor de Pingus,2010,4.5,2551,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,125
Dominio de Pingus,Flor de Pingus,2015,4.5,2530,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,125
Bodegas El Nido,Clio,2016,4.5,2228,Espana,Jumilla,Red,4,3,31.75
Bodegas El Nido,Clio,2017,4.5,2220,Espana,Jumilla,Red,4,3,39.5
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2011,4.5,2207,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64
Pago de Carraovejas,Tinto,2019,4.5,2144,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,33.8
Benjamin de Rothschild - Vega Sicilia,Macan,2014,4.5,1910,Espana,Rioja,Rioja Red,4,3,58.95
Aalto,Tinto,2018,4.5,1864,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,33.25
Bodegas El Nido,Clio,2018,4.5,1520,Espana,Jumilla,Red,4,3,61.84917653
Alto Moncayo,Garnacha,2017,4.5,1503,Espana,Campo de Borja,Grenache,5,3,44.27
Pago de Los Capellanes,Parcela El Nogal Tinto,2015,4.5,1393,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,45.9
Vega Sicilia,Valbuena 5o,2003,4.5,1346,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,239.2
Benjamin de Rothschild - Vega Sicilia,Macan,2015,4.5,1345,Espana,Rioja,Rioja Red,4,3,68.9
Alion,Ribera del Duero,2003,4.5,1236,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,164
Belondrade,Belondrade y Lurton,2018,4.5,1192,Espana,Rueda,Verdejo,3,3,32.85
Pago de Los Capellanes,Parcela El Nogal Tinto,2014,4.5,1163,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,40.95
Pago de Carraovejas,Reserva,2014,4.5,1148,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,69.58032359
Dominio de Pingus,Flor de Pingus,2017,4.5,1094,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,110
Remirez de Ganuza,Rioja Reserva,2012,4.5,1089,Espana,Rioja,Rioja Red,4,3,49.75
Muga,Prado Enea Gran Reserva,2014,4.5,1014,Espana,Rioja,Rioja Red,4,3,51
Remirez de Ganuza,Rioja Reserva,2011,4.5,1012,Espana,Rioja,Rioja Red,4,3,59.9
La Rioja Alta,Gran Reserva 890,2004,4.5,990,Espana,Rioja,Rioja Red,4,3,290.7
Belondrade,Belondrade y Lurton,2019,4.5,961,Espana,Rueda,Verdejo,3,3,37.7
Clos Mogador,Priorat,2015,4.5,955,Espana,Priorato,Priorat Red,4,3,146.95
Bodegas Tradicion,Pedro Ximenez Tradicion 20 Years Old Vos,N.V.,4.5,854,Espana,Jerez Pedro Ximenes (PX),Pedro Ximenez,5,1,68.9
Muga,Torre Muga,2016,4.5,838,Espana,Rioja,Rioja Red,4,3,70.5
Benjamin de Rothschild - Vega Sicilia,Macan,2016,4.5,813,Espana,Rioja,Rioja Red,4,3,64
Bodega Numanthia,Termanthia,2010,4.5,729,Espana,Toro,Toro Red,5,3,168
Emilio Moro,Malleolus de Valderramiro,2011,4.5,719,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,173.95
Clos Mogador,Priorat,2017,4.5,666,Espana,Priorato,Priorat Red,4,3,65
Marques de Murrieta,Dalmau Rioja,2014,4.5,642,Espana,Rioja,Rioja Red,4,3,67.6
Hacienda Monasterio,Reserva,2015,4.5,629,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,53.95
Pago de Los Capellanes,Parcela El Nogal Tinto,2016,4.5,595,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,42.95
La Rioja Alta,Gran Reserva 890,1995,4.5,574,Espana,Rioja,Rioja Red,4,3,127.23
Bodegas El Nido,Clio,2019,4.5,550,Espana,Jumilla,Red,4,3,47.3
Muga,Aro,2015,4.5,529,Espana,Rioja,Rioja Red,4,3,169.4
Remirez de Ganuza,Gran Reserva,2007,4.5,529,Espana,Rioja,Rioja Red,4,3,121.8389633
Senorio de San Vicente,San Vicente Rioja,2017,4.5,505,Espana,Rioja,Rioja Red,4,3,34.8
Carmelo Rodero,Ribera del Duero TSM,2017,4.5,503,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,55.35
Vina Sastre,Pago de Santa Cruz,2016,4.5,501,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,75.95
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2011,4.5,500,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,48.7
Remirez de Ganuza,Trasnocho,2012,4.5,499,Espana,Rioja,Rioja Red,4,3,118.89
Costers del Siurana,Clos de L'Obac,2005,4.5,493,Espana,Priorato,Priorat Red,4,3,92.87162741
Vega Sicilia,Valbuena 5o,1996,4.5,488,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,290.4
Arzuaga,Reserva Ribera del Duero,2017,4.5,477,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.8
La Rioja Alta,Gran Reserva 890,2010,4.5,469,Espana,Rioja,Rioja Red,4,3,149.5
Francisco Barona,Ribera Del Duero,2018,4.5,462,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,35.85
Vina Sastre,Pago de Santa Cruz,2015,4.5,420,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,82.95
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2012,4.5,406,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,59
Juan Gil,Bruto,2018,4.5,384,Espana,Jumilla,Monastrell,5,3,37.7
Lan,Culmen Reserva Rioja,2015,4.5,365,Espana,Rioja,Rioja Red,4,3,42.75
Bodegas Roda,Cirsion Rioja,2016,4.5,353,Espana,Rioja,Rioja Red,4,3,175.57
Clos Mogador,Priorat,2018,4.5,336,Espana,Priorato,Priorat Red,4,3,61.64
Juan Gil,Bruto,2017,4.5,322,Espana,Jumilla,Monastrell,5,3,30.7
Bodegas Mauro,VS,2017,4.5,318,Espana,Castilla y Leon,Tempranillo,4,2,56.5
Bodega Numanthia,Termanthia,2013,4.5,316,Espana,Toro,Toro Red,5,3,207.11
Remirez de Ganuza,Trasnocho,2011,4.5,301,Espana,Rioja,Rioja Red,4,3,110.5
Hacienda Monasterio,Reserva,2016,4.5,297,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,55.95
R. Lopez de Heredia,Vina Tondonia Gran Reserva,1995,4.5,292,Espana,Rioja,Rioja Red,4,3,170
Abadia Retuerta,Petit Verdot,2015,4.5,286,Espana,Sardon de Duero,Red,4,3,107.9
Tomas Postigo,5o Ano Ribera del Duero Tinto,2011,4.5,264,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,69.9
Dominio del Bendito,El Titan del Bendito,2017,4.5,261,Espana,Toro,Toro Red,5,3,49.5
Abadia Retuerta,Petit Verdot,2014,4.5,249,Espana,Sardon de Duero,Red,4,3,176.98
Sierra Cantabria,Amancio,2012,4.5,246,Espana,Rioja,Rioja Red,4,3,90
Martinet,Clos Martinet,2014,4.5,230,Espana,Priorato,Priorat Red,4,3,65
Remirez de Ganuza,Trasnocho,2006,4.5,229,Espana,Rioja,Rioja Red,4,3,95
Adama Wines,Tinto,2009,4.5,229,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,39
Alion,Ribera del Duero,1995,4.5,226,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,193
Muga,Aro,2016,4.5,222,Espana,Rioja,Rioja Red,4,3,174.91
Vega Sicilia,Valbuena 5o,1987,4.5,221,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,312
Milsetentayseis,Tinto,2018,4.5,218,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,52.9
Vina Sastre,Pago de Santa Cruz,2017,4.5,217,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,40.9
Espectacle del Montsant,Tinto,2013,4.5,214,Espana,Montsant,Montsant Red,4,3,157.95
Tinto Pesquera,Millenium Gran Reserva,2015,4.5,213,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,77.5
Vina Sastre,Regina Vides Ribera del Duero,2011,4.5,213,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,116
Alvaro Palacios,Finca Dofi,2006,4.5,207,Espana,Priorato,Priorat Red,4,3,75
Arzuaga,Gran Reserva Ribera del Duero,2015,4.5,205,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,80.98
Contino,Vina del Olivo,2017,4.5,203,Espana,Rioja,Rioja Red,4,3,64.5
Dominio de Pingus,Flor de Pingus,2019,4.5,201,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,118.5
Ferrer Bobet,Seleccio Especial Vinyes Velles,2015,4.5,197,Espana,Priorato,Priorat Red,4,3,64
Clos Mogador,Priorat,2003,4.5,196,Espana,Priorato,Priorat Red,4,3,95
Allende,Calvario Rioja,2009,4.5,194,Espana,Rioja,Rioja Red,4,3,125.97
Bodegas Valduero,Ribera del Duero Una Cepa I,2017,4.5,194,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,26.5
Matarromera,Ribera del Duero Prestigio,2015,4.5,190,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,54.01
Vina Sastre,Regina Vides Ribera del Duero,2014,4.5,189,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,104.9
Familia Torres,Grans Muralles,2015,4.5,189,Espana,Conca de Barbera,Red,4,3,170.5
Vina Sastre,Pesus Ribera del Duero,2014,4.5,189,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,315
Pazo Barrantes,Gran Vino Albarino,2019,4.5,188,Espana,Rias Baixas,Albarino,3,3,34.9
Arzuaga,Reserva Especial Ribera del Duero,2015,4.5,187,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.5
Tio Pepe,Cuatro Palmas Amontillado,N.V.,4.5,186,Espana,Jerez Amontillado,Sherry,4,3,112.26
Abadia Retuerta,Pago Garduna,2016,4.5,186,Espana,Castilla y Leon,Syrah,4,3,71.85
Belondrade,Belondrade y Lurton,2020,4.5,184,Espana,Rueda,Verdejo,3,3,38.9
Pintia,Toro,2017,4.5,178,Espana,Toro,Toro Red,5,3,54.09
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2017,4.5,174,Espana,Rioja,Rioja Red,4,3,67.9
Sierra Cantabria,Finca el Bosque,2016,4.5,173,Espana,Rioja,Rioja Red,4,3,80.95
Alvear,Solera 1830 Pedro Ximenez,N.V.,4.5,171,Espana,Montilla-Moriles,Pedro Ximenez,5,1,114.5
Bodega Contador (Benjamin Romeo),Que Bonito Cacareaba Blanco,2018,4.5,170,Espana,Rioja,Rioja White,3,3,50.34
Tomas Postigo,5o Ano Ribera del Duero Tinto,2014,4.5,165,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,57.96
Marques de Riscal,Baron de Chirel Rioja Reserva,2016,4.5,163,Espana,Rioja,Rioja Red,4,3,73.62
Ossian,Capitel,2016,4.5,162,Espana,Castilla y Leon,Verdejo,3,3,144.78
Recaredo,Turo d'en Mota,2005,4.5,161,Espana,Cava,Cava,2,3,90
Sierra Cantabria,Amancio,2015,4.5,156,Espana,Rioja,Rioja Red,4,3,89.95
Vina Sastre,Regina Vides Ribera del Duero,2015,4.5,154,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,92.8
Marques de Grinon,Emeritvs (Emeritus),2013,4.5,147,Espana,Dominio de Valdepusa,Red,4,3,48.9
Vina Sastre,Regina Vides Ribera del Duero,2016,4.5,144,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,70.55
Recaredo,Turo d'en Mota,2006,4.5,142,Espana,Cava,Cava,2,3,110
Martinet,Cami Pesseroles,2009,4.5,141,Espana,Priorato,Priorat Red,4,3,139.3
Dominio del Aguila,Reserva,2018,4.5,141,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,59.8
Sierra Cantabria,Amancio,2014,4.5,140,Espana,Rioja,Rioja Red,4,3,75
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2015,4.5,140,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,57
Artadi,Vina El Pison,2013,4.5,137,Espana,Vino de Espana,Tempranillo,4,2,253.47
Emilio Rojo,Blanco,2017,4.5,134,Espana,Ribeiro,NA,NA,NA,49.95
Vina Sastre,Pesus Ribera del Duero,2015,4.5,134,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,298
Abadia Retuerta,Pago Garduna,2009,4.5,132,Espana,Castilla y Leon,Syrah,4,3,73.6
Bodegas Mas Alta,La Basseta,2013,4.5,132,Espana,Priorato,Priorat Red,4,3,58
Territorio Luthier,Territorio Luthier Reserva,2016,4.5,128,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,54
Alion,Ribera del Duero,2018,4.5,128,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,78.38
Vega Sicilia,Valbuena 5o,1988,4.5,126,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,228.63
Anima Negra,Son Negre,2011,4.5,121,Espana,Mallorca,Red,4,3,228.9
Costers del Siurana,Clos de L'Obac,2010,4.5,121,Espana,Priorato,Priorat Red,4,3,81.3
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2018,4.5,117,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,165
Vina Sastre,Pago de Santa Cruz Gran Reserva Ribera del Duero,2014,4.5,115,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,54.9
Rafael Palacios,As Sortes Val do Bibei Godello,2020,4.5,115,Espana,Valdeorras,NA,NA,NA,55
Martinet,Cami Pesseroles,2010,4.5,113,Espana,Priorato,Priorat Red,4,3,131.85
Pago de Los Capellanes,Parcela El Picon Tinto,2015,4.5,113,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,148.39
Adama Wines,Tinto,2011,4.5,110,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,39
Jesus Madrazo,Seleccion Rioja,2015,4.5,107,Espana,Rioja,Rioja Red,4,3,67.1
Tinto Pesquera,Millenium Reserva,1996,4.5,106,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,199.45
